"Period","Region","Age.Range","Gender","Duration of Hospitalizations Mean","PM10 mean","PM10 max","O3 mean","O3 max","NOX as NO2 mean","NOX as NO2 max","NO mean","NO max","PM2.5 mean","PM2.5 max","CO mean","CO max","Hospitalizations_100000","Ambulatory_100000","Deaths_100000","Month","Season"
"2017-01-01","Algarve","1","F",37.75,19.1209016359153,80.5,48.7811397515875,85,4.53917525360825,31.39999999,0.611752577257732,13.19999999,11.1638297863222,50,NA,NA,7.74727478216486,1.13930511502424,0,1,"4"
"2017-01-01","Centro","1","F",25.5357142857143,30.5219928186715,171,38.9112903225806,84,42.9139579349904,665,9.93371574251115,324,NA,NA,389.358620455172,3471,8.02886783942264,1.71402796571944,0,1,"4"
"2017-01-01","LVT","1","F",39.5925925925926,26.5105576766406,179.59999999,39.4558651647697,99.79999999,64.6741893107798,966.7,21.1272355184069,530.7,15.0240397626525,58.2,414.31362361159,2210.99999,12.7428571428571,2.88571428571429,0.0857142857142857,1,"4"
"2017-01-01","Madeira","1","F",12.5,26.7603494587702,183.4,60.3907133205114,97.09999999,91.5075370082369,446.5,34.8103633878197,252.4,6.47184139632392,32.29999999,241.368775208614,1254,4.72543267242907,0,0,1,"4"
"2017-01-01","Norte","1","F",31.0555555555556,22.4101958136394,89,25.6525567219776,90,105.384005002541,965.6,38.03234042202,598.2,NA,NA,637.275265478723,3754,10.8592219423454,3.97425132941506,0.0559753708368318,1,"4"
"2017-01-01","Algarve","5","F",63,19.1209016359153,80.5,48.7811397515875,85,4.53917525360825,31.39999999,0.611752577257732,13.19999999,11.1638297863222,50,NA,NA,1.82288818403879,0.227861023004849,0.227861023004849,1,"4"
"2017-01-01","Centro","5","F",25.2857142857143,30.5219928186715,171,38.9112903225806,84,42.9139579349904,665,9.93371574251115,324,NA,NA,389.358620455172,3471,1.3531799729364,0.36084799278304,0,1,"4"
"2017-01-01","LVT","5","F",31.25,26.5105576766406,179.59999999,39.4558651647697,99.79999999,64.6741893107798,966.7,21.1272355184069,530.7,15.0240397626525,58.2,414.31362361159,2210.99999,2.45714285714286,1.34285714285714,0.0857142857142857,1,"4"
"2017-01-01","Madeira","5","F",61,26.7603494587702,183.4,60.3907133205114,97.09999999,91.5075370082369,446.5,34.8103633878197,252.4,6.47184139632392,32.29999999,241.368775208614,1254,4.72543267242907,0,0,1,"4"
"2017-01-01","Norte","5","F",34.5333333333333,22.4101958136394,89,25.6525567219776,90,105.384005002541,965.6,38.03234042202,598.2,NA,NA,637.275265478723,3754,3.02267002518892,1.11950741673664,0,1,"4"
